age,signup_channel,device_type,location,browsing_time_minutes,referral_code_used,cart_value,recommended_discount
39,Referral,Desktop,Rural,1,0,1008,5
21,Ads,Desktop,Metro,2,0,1914,15
48,Referral,Desktop,Urban,3,0,1616,0
35,Referral,Tablet,Rural,17,0,1807,5
55,Referral,Tablet,Urban,16,1,620,5
41,Social,Desktop,Rural,6,0,461,5
40,Social,Tablet,Metro,8,0,158,0
39,Email,Desktop,Rural,17,0,584,5
19,Email,Tablet,Rural,3,0,1752,5
48,Ads,Mobile,Metro,0,0,1224,15
28,Referral,Mobile,Metro,6,0,1880,0
45,Ads,Tablet,Rural,24,0,897,5
49,Email,Tablet,Urban,15,0,439,0
22,Social,Desktop,Metro,4,0,585,0
55,Email,Mobile,Rural,0,0,1935,5
27,Ads,Desktop,Metro,10,0,788,15
57,Email,Tablet,Metro,17,0,1139,5
41,Ads,Desktop,Urban,10,0,1621,15
52,Ads,Desktop,Metro,5,0,220,15
40,Ads,Tablet,Rural,1,0,1337,15
34,Ads,Mobile,Rural,24,0,1865,5
18,Email,Desktop,Metro,3,0,429,0
48,Ads,Tablet,Metro,2,0,183,15
48,Ads,Desktop,Urban,16,0,1304,5
59,Referral,Tablet,Urban,39,0,844,5
59,Ads,Tablet,Urban,10,0,485,15
51,Email,Tablet,Rural,9,0,422,5
26,Ads,Mobile,Urban,3,1,1677,15
39,Social,Mobile,Rural,0,0,547,5
30,Social,Tablet,Urban,2,0,1003,0
42,Ads,Mobile,Rural,8,0,172,15
35,Social,Desktop,Metro,1,0,354,0
29,Social,Mobile,Rural,21,0,959,5
57,Email,Mobile,Metro,2,0,1016,0
34,Referral,Desktop,Rural,7,0,1122,5
32,Social,Desktop,Rural,7,1,964,5
59,Social,Desktop,Metro,9,0,1823,0
32,Referral,Tablet,Rural,3,1,1413,5
32,Referral,Desktop,Rural,20,1,1623,5
56,Social,Desktop,Urban,5,1,999,0
30,Ads,Desktop,Metro,12,1,1875,15
34,Social,Tablet,Metro,10,0,1084,0
49,Ads,Mobile,Urban,1,0,929,15
26,Ads,Tablet,Urban,9,0,707,15
57,Ads,Mobile,Metro,8,0,687,15
37,Referral,Desktop,Metro,22,0,101,5
43,Social,Tablet,Metro,21,1,482,10
44,Social,Tablet,Urban,1,0,789,0
38,Email,Mobile,Urban,0,0,1235,0
35,Referral,Tablet,Rural,3,0,303,5
30,Email,Tablet,Urban,43,0,1873,5
33,Email,Mobile,Rural,0,0,125,5
26,Ads,Tablet,Rural,11,0,1976,15
29,Referral,Tablet,Urban,9,1,207,10
55,Email,Desktop,Urban,10,0,1800,0
36,Social,Desktop,Urban,2,0,1690,0
24,Email,Desktop,Urban,2,0,967,0
52,Referral,Desktop,Metro,5,1,373,10
35,Social,Desktop,Urban,1,0,1915,0
33,Social,Tablet,Rural,0,1,1665,5
56,Social,Tablet,Rural,0,1,116,10
21,Ads,Desktop,Metro,8,0,1587,15
42,Social,Mobile,Metro,5,0,397,0
49,Ads,Desktop,Urban,3,0,692,15
57,Ads,Tablet,Metro,3,0,975,15
30,Email,Mobile,Urban,2,1,1519,0
34,Email,Desktop,Urban,5,0,1150,0
54,Social,Mobile,Metro,2,1,282,10
23,Referral,Desktop,Metro,11,0,1639,0
36,Social,Tablet,Rural,1,0,774,5
30,Email,Desktop,Metro,29,0,548,5
43,Social,Mobile,Metro,0,0,1455,0
31,Email,Tablet,Metro,28,0,1707,5
48,Social,Desktop,Rural,17,0,1579,5
21,Referral,Desktop,Urban,11,0,687,0
56,Social,Desktop,Rural,24,1,519,5
25,Referral,Desktop,Metro,1,0,339,0
42,Referral,Tablet,Metro,1,0,611,0
30,Social,Tablet,Metro,2,0,1413,0
49,Referral,Desktop,Urban,2,1,903,0
55,Referral,Tablet,Rural,3,0,538,5
55,Email,Mobile,Rural,8,0,871,5
45,Email,Tablet,Urban,0,1,1120,0
47,Referral,Mobile,Rural,4,1,622,5
20,Ads,Mobile,Urban,2,0,670,15
45,Social,Tablet,Urban,9,1,1382,0
20,Referral,Desktop,Rural,42,0,813,5
51,Social,Tablet,Rural,7,1,1391,5
33,Email,Mobile,Urban,5,0,212,0
39,Social,Mobile,Rural,4,0,1708,5
49,Referral,Tablet,Urban,15,1,504,0
55,Referral,Mobile,Rural,0,0,1525,5
25,Referral,Tablet,Rural,32,0,335,5
25,Referral,Tablet,Rural,5,0,1129,5
23,Ads,Desktop,Rural,3,0,1724,15
31,Ads,Mobile,Rural,36,0,1237,5
49,Ads,Tablet,Metro,27,0,464,5
52,Referral,Mobile,Metro,10,1,946,0
27,Ads,Tablet,Rural,0,0,1444,15
20,Social,Tablet,Rural,13,1,1434,5
29,Referral,Desktop,Rural,4,0,1291,5
48,Email,Tablet,Urban,4,0,949,0
46,Referral,Desktop,Metro,1,0,151,0
22,Social,Mobile,Urban,7,1,399,10
42,Ads,Desktop,Metro,13,0,962,15
58,Referral,Desktop,Metro,3,0,1185,0
48,Ads,Mobile,Rural,27,0,183,5
38,Referral,Desktop,Rural,2,1,1871,5
37,Social,Desktop,Urban,0,0,1476,0
56,Referral,Tablet,Urban,10,0,1965,0
39,Ads,Desktop,Rural,18,1,1792,5
21,Ads,Tablet,Rural,30,0,1626,5
30,Social,Desktop,Metro,14,1,1782,0
59,Referral,Mobile,Metro,2,1,1118,0
37,Email,Mobile,Rural,38,0,1023,5
30,Referral,Desktop,Metro,25,0,989,5
34,Social,Tablet,Urban,1,0,1598,0
53,Email,Desktop,Metro,8,1,1758,0
50,Social,Tablet,Rural,8,0,1014,5
18,Referral,Desktop,Metro,5,1,602,0
32,Email,Mobile,Rural,41,0,1922,5
30,Social,Mobile,Metro,0,0,793,0
34,Ads,Tablet,Urban,9,0,198,15
41,Email,Desktop,Urban,2,0,1825,0
25,Email,Tablet,Rural,7,0,1009,5
44,Social,Mobile,Rural,15,0,1429,5
40,Ads,Tablet,Rural,2,0,862,15
25,Email,Desktop,Metro,4,0,414,0
25,Social,Tablet,Metro,30,0,1833,5
43,Email,Desktop,Metro,14,0,1565,0
30,Email,Desktop,Urban,8,0,346,0
56,Email,Mobile,Rural,2,0,364,5
54,Ads,Desktop,Metro,5,1,1692,15
45,Referral,Desktop,Urban,14,0,524,0
42,Referral,Desktop,Rural,17,1,894,5
33,Ads,Tablet,Urban,2,0,1181,15
19,Ads,Mobile,Rural,10,1,1972,15
35,Social,Tablet,Metro,0,0,1607,0
34,Email,Tablet,Urban,0,0,423,0
47,Ads,Mobile,Urban,7,0,1309,15
56,Social,Tablet,Urban,2,0,891,0
30,Referral,Tablet,Rural,0,0,1622,5
49,Referral,Desktop,Rural,13,0,947,5
46,Referral,Tablet,Urban,6,0,161,0
47,Referral,Mobile,Rural,15,0,692,5
35,Social,Tablet,Urban,10,1,1062,0
30,Email,Desktop,Metro,13,0,1369,0
38,Social,Tablet,Urban,3,0,1610,0
47,Email,Mobile,Urban,3,0,1884,0
38,Referral,Desktop,Rural,9,0,968,5
34,Ads,Tablet,Rural,2,0,1496,15
57,Ads,Mobile,Rural,16,0,614,5
36,Ads,Mobile,Metro,7,0,847,15
32,Email,Tablet,Metro,2,0,150,0
26,Referral,Tablet,Metro,9,0,716,0
27,Social,Desktop,Rural,29,1,198,10
48,Ads,Tablet,Urban,0,1,422,10
40,Email,Desktop,Urban,1,0,691,0
47,Ads,Tablet,Urban,18,0,1564,5
50,Social,Mobile,Rural,1,0,503,5
26,Referral,Mobile,Rural,0,0,1936,5
18,Social,Mobile,Metro,4,0,1540,0
52,Referral,Mobile,Rural,6,0,1806,5
28,Referral,Desktop,Urban,8,0,254,0
51,Referral,Mobile,Metro,7,1,641,0
33,Ads,Desktop,Metro,24,1,1734,5
26,Social,Desktop,Rural,14,1,245,10
49,Ads,Desktop,Metro,41,0,1025,5
32,Social,Tablet,Metro,6,1,1358,0
29,Email,Desktop,Rural,0,0,1597,5
50,Email,Tablet,Metro,31,0,1522,5
31,Social,Desktop,Urban,0,1,963,0
25,Social,Tablet,Rural,14,1,1734,5
25,Social,Tablet,Urban,0,1,1583,0
44,Social,Mobile,Urban,14,0,801,0
29,Referral,Desktop,Urban,27,0,888,5
18,Ads,Tablet,Urban,4,0,1556,15
57,Referral,Mobile,Metro,2,1,356,10
59,Ads,Desktop,Metro,2,0,814,15
28,Ads,Mobile,Rural,6,0,538,15
56,Ads,Tablet,Rural,1,0,636,15
48,Referral,Mobile,Urban,11,0,274,0
34,Social,Mobile,Urban,4,1,812,0
50,Referral,Desktop,Rural,3,0,1930,5
49,Referral,Tablet,Rural,6,0,590,5
46,Ads,Desktop,Rural,7,1,1406,15
38,Email,Desktop,Rural,1,0,704,5
38,Email,Mobile,Urban,12,1,661,0
57,Referral,Tablet,Rural,21,1,318,10
40,Ads,Desktop,Metro,3,0,1120,15
23,Referral,Tablet,Urban,1,0,1279,0
39,Referral,Desktop,Metro,14,0,156,0
55,Social,Mobile,Rural,2,0,1634,5
54,Ads,Desktop,Metro,0,0,842,15
25,Email,Desktop,Rural,9,0,437,5
58,Email,Desktop,Metro,2,0,818,0
52,Email,Tablet,Urban,1,0,1395,0
28,Referral,Mobile,Metro,39,0,1850,5
41,Ads,Tablet,Urban,3,0,1089,15
38,Social,Desktop,Metro,23,0,1307,5
19,Email,Mobile,Metro,1,0,1414,0
57,Ads,Tablet,Urban,17,0,1023,5
36,Email,Desktop,Urban,6,1,401,10
56,Social,Mobile,Rural,0,0,1112,5
45,Ads,Mobile,Urban,13,1,1702,15
34,Referral,Desktop,Urban,22,0,346,5
23,Referral,Mobile,Rural,1,0,115,5
36,Email,Mobile,Urban,12,1,1458,0
55,Email,Tablet,Urban,5,0,310,0
45,Ads,Mobile,Metro,14,0,1709,15
19,Social,Tablet,Rural,12,0,1496,5
55,Email,Tablet,Rural,0,0,916,5
54,Ads,Tablet,Metro,1,0,1529,15
21,Social,Tablet,Rural,6,0,1653,5
39,Email,Mobile,Metro,27,0,1145,5
43,Email,Mobile,Urban,4,1,717,0
53,Ads,Tablet,Rural,9,1,218,10
30,Email,Mobile,Urban,0,0,1651,0
49,Referral,Tablet,Rural,12,1,1307,5
34,Social,Tablet,Urban,9,0,1638,0
58,Social,Tablet,Rural,12,0,1615,5
53,Referral,Desktop,Rural,23,1,605,5
36,Ads,Mobile,Urban,1,0,1758,15
52,Referral,Mobile,Metro,3,0,1878,0
57,Referral,Tablet,Rural,54,0,536,5
45,Social,Mobile,Metro,1,0,902,0
18,Ads,Tablet,Metro,12,0,1228,15
59,Email,Mobile,Metro,12,1,202,10
35,Referral,Tablet,Metro,11,0,1331,0
57,Referral,Tablet,Metro,2,0,1784,0
50,Ads,Desktop,Metro,2,0,804,15
29,Referral,Tablet,Rural,10,1,924,5
25,Ads,Desktop,Metro,2,0,1857,15
41,Email,Mobile,Rural,10,0,1170,5
33,Ads,Mobile,Rural,6,1,403,10
21,Email,Desktop,Rural,4,0,266,5
55,Ads,Mobile,Urban,3,0,593,15
44,Referral,Desktop,Metro,29,0,186,5
26,Email,Mobile,Urban,7,0,1349,0
33,Referral,Desktop,Metro,8,0,219,0
29,Email,Desktop,Urban,29,0,1371,5
48,Ads,Tablet,Rural,10,0,1628,15
41,Ads,Mobile,Urban,31,1,1045,5
31,Ads,Tablet,Rural,1,0,452,15
42,Social,Desktop,Urban,18,0,1267,5
51,Social,Tablet,Metro,4,1,1868,0
20,Email,Desktop,Metro,16,0,449,5
41,Social,Mobile,Urban,19,0,1638,5
59,Ads,Mobile,Urban,3,0,1117,15
26,Social,Mobile,Metro,5,0,1872,0
43,Social,Desktop,Urban,12,0,1440,0
37,Referral,Tablet,Urban,1,0,869,0
57,Email,Mobile,Metro,14,1,1149,0
27,Email,Desktop,Rural,1,0,1653,5
36,Email,Tablet,Metro,24,0,421,5
20,Social,Desktop,Metro,3,0,395,0
41,Ads,Desktop,Urban,8,1,230,10
22,Referral,Mobile,Metro,1,0,116,0
20,Email,Desktop,Metro,3,1,869,0
44,Social,Desktop,Urban,5,0,1705,0
33,Ads,Tablet,Urban,6,0,1035,15
32,Referral,Mobile,Rural,0,0,1021,5
52,Referral,Desktop,Metro,21,0,284,5
29,Email,Desktop,Rural,0,0,1172,5
58,Email,Tablet,Rural,14,0,1948,5
43,Ads,Desktop,Rural,6,1,923,15
51,Social,Desktop,Rural,7,1,175,10
40,Ads,Desktop,Metro,2,0,1912,15
48,Email,Desktop,Metro,9,1,627,0
37,Ads,Desktop,Metro,7,0,1129,15
29,Social,Tablet,Rural,1,0,133,5
40,Referral,Desktop,Urban,2,0,158,0
21,Referral,Desktop,Metro,0,0,1190,0
40,Referral,Desktop,Rural,0,0,354,5
18,Referral,Desktop,Rural,0,0,1932,5
42,Email,Mobile,Rural,2,1,502,5
19,Email,Mobile,Rural,11,0,1280,5
47,Social,Mobile,Rural,3,1,131,10
20,Social,Mobile,Rural,4,0,109,5
38,Social,Tablet,Metro,1,0,1827,0
42,Social,Mobile,Urban,8,1,1498,0
37,Ads,Tablet,Metro,4,0,830,15
39,Social,Mobile,Metro,11,1,1472,0
38,Referral,Tablet,Rural,13,0,688,5
50,Referral,Mobile,Metro,8,1,631,0
55,Referral,Desktop,Urban,3,0,1279,0
32,Ads,Mobile,Urban,7,0,1150,15
32,Social,Mobile,Rural,2,0,1276,5
42,Referral,Mobile,Urban,23,1,991,5
38,Referral,Desktop,Rural,14,0,1408,5
41,Referral,Tablet,Urban,6,1,727,0
22,Referral,Tablet,Urban,33,0,1373,5
23,Email,Desktop,Metro,7,0,1010,0
40,Social,Mobile,Urban,3,0,528,0
21,Social,Mobile,Rural,1,0,1680,5
44,Ads,Mobile,Urban,7,0,1409,15
35,Email,Tablet,Urban,19,0,1629,5
38,Ads,Tablet,Metro,20,1,393,10
45,Referral,Desktop,Rural,9,0,543,5
52,Ads,Desktop,Rural,4,0,387,15
39,Referral,Tablet,Rural,10,0,405,5
57,Referral,Mobile,Metro,14,1,1194,0
40,Social,Mobile,Urban,5,0,262,0
20,Social,Mobile,Rural,6,0,1604,5
57,Social,Mobile,Urban,11,0,687,0
27,Social,Desktop,Urban,20,1,1466,5
42,Social,Desktop,Urban,15,1,1640,0
25,Email,Tablet,Metro,0,1,1230,0
28,Social,Desktop,Urban,1,1,730,0
22,Ads,Mobile,Metro,19,0,898,5
54,Referral,Tablet,Metro,17,0,708,5
55,Social,Desktop,Metro,4,0,792,0
46,Email,Desktop,Rural,8,0,1621,5
22,Ads,Desktop,Metro,23,0,1124,5
26,Ads,Desktop,Rural,24,0,1721,5
19,Referral,Desktop,Metro,15,0,575,0
18,Ads,Mobile,Metro,2,0,1576,15
57,Ads,Mobile,Metro,13,0,1063,15
47,Ads,Mobile,Metro,1,0,164,15
28,Ads,Desktop,Urban,22,1,1010,5
45,Email,Tablet,Urban,1,0,1608,0
29,Referral,Mobile,Metro,10,1,714,0
56,Social,Mobile,Urban,9,0,521,0
43,Ads,Desktop,Rural,15,0,1104,15
30,Email,Tablet,Urban,8,0,1659,0
25,Referral,Mobile,Urban,0,0,1274,0
45,Social,Mobile,Urban,12,1,1938,0
47,Referral,Tablet,Metro,4,0,1514,0
26,Email,Desktop,Rural,3,1,1115,5
56,Email,Tablet,Metro,47,0,1888,5
48,Email,Desktop,Rural,8,0,1538,5
38,Ads,Mobile,Metro,12,0,106,15
51,Email,Tablet,Urban,7,0,1072,0
48,Social,Tablet,Rural,14,0,1639,5
42,Ads,Mobile,Urban,13,0,1886,15
29,Referral,Mobile,Rural,10,1,1817,5
18,Social,Desktop,Rural,60,0,1119,5
39,Ads,Mobile,Metro,6,0,1589,15
57,Email,Mobile,Metro,12,1,203,10
54,Referral,Tablet,Urban,15,0,563,0
18,Email,Desktop,Urban,4,0,1687,0
18,Social,Mobile,Rural,6,0,1717,5
59,Social,Tablet,Rural,34,1,947,5
59,Ads,Mobile,Metro,0,0,1683,15
38,Social,Mobile,Metro,4,0,450,0
32,Referral,Mobile,Metro,6,1,1852,0
34,Ads,Mobile,Metro,0,1,1957,15
39,Referral,Desktop,Metro,22,0,465,5
55,Email,Tablet,Rural,3,1,281,10
52,Referral,Tablet,Rural,2,1,342,10
33,Referral,Mobile,Urban,17,0,319,5
25,Social,Tablet,Rural,3,0,1331,5
34,Email,Mobile,Metro,10,1,1762,0
34,Social,Tablet,Rural,17,0,1305,5
43,Email,Desktop,Rural,15,0,1991,5
30,Email,Desktop,Rural,15,1,528,5
34,Referral,Tablet,Urban,0,1,907,0
55,Social,Mobile,Urban,0,0,134,0
34,Referral,Mobile,Rural,3,0,1915,5
31,Referral,Mobile,Rural,0,0,774,5
23,Referral,Mobile,Metro,6,0,961,0
52,Email,Desktop,Urban,5,1,1544,0
31,Social,Mobile,Metro,8,0,1326,0
25,Social,Mobile,Metro,3,0,1285,0
32,Referral,Mobile,Rural,6,1,1865,5
44,Email,Mobile,Rural,4,0,1994,5
30,Social,Desktop,Rural,2,0,507,5
48,Ads,Tablet,Metro,10,0,1472,15
52,Social,Tablet,Metro,11,0,103,0
23,Referral,Mobile,Metro,17,0,460,5
22,Ads,Mobile,Rural,20,0,1089,5
39,Email,Tablet,Rural,12,0,689,5
40,Ads,Desktop,Rural,11,1,1787,15
42,Ads,Desktop,Metro,0,0,1481,15
51,Referral,Desktop,Metro,1,0,1751,0
43,Social,Desktop,Urban,16,0,1989,5
22,Email,Desktop,Rural,2,0,1159,5
43,Ads,Desktop,Metro,4,0,434,15
37,Referral,Desktop,Urban,1,1,1414,0
23,Social,Desktop,Metro,2,0,384,0
23,Ads,Desktop,Metro,14,0,1159,15
35,Referral,Mobile,Rural,3,0,1447,5
21,Referral,Desktop,Urban,5,0,1586,0
34,Referral,Mobile,Metro,1,1,494,10
31,Email,Tablet,Urban,11,1,666,0
31,Social,Mobile,Urban,13,0,1172,0
30,Ads,Tablet,Rural,4,1,562,15
24,Social,Mobile,Urban,15,0,1436,0
32,Social,Tablet,Rural,2,0,454,5
36,Ads,Mobile,Rural,11,1,442,10
52,Social,Mobile,Rural,13,0,154,5
34,Email,Tablet,Urban,34,0,1435,5
52,Ads,Desktop,Metro,2,0,941,15
36,Ads,Desktop,Rural,0,0,359,15
37,Referral,Desktop,Metro,3,0,976,0
53,Social,Desktop,Urban,1,1,1020,0
52,Ads,Desktop,Metro,1,0,1765,15
49,Ads,Mobile,Metro,4,0,1097,15
57,Email,Desktop,Rural,5,0,1014,5
41,Referral,Mobile,Rural,23,0,1211,5
34,Ads,Tablet,Rural,2,1,1003,15
24,Email,Desktop,Urban,35,1,1443,5
18,Ads,Desktop,Metro,16,1,1513,5
52,Ads,Desktop,Urban,21,0,1975,5
49,Ads,Desktop,Urban,26,1,369,10
53,Email,Mobile,Urban,13,0,1995,0
30,Social,Mobile,Urban,15,0,1065,0
23,Ads,Mobile,Rural,5,1,1583,15
31,Ads,Tablet,Metro,7,0,1484,15
54,Social,Mobile,Rural,26,0,1249,5
32,Ads,Desktop,Rural,4,1,938,15
21,Referral,Tablet,Urban,0,1,284,10
57,Ads,Tablet,Rural,14,0,464,15
33,Referral,Desktop,Metro,8,1,1665,0
45,Social,Desktop,Urban,16,1,819,5
33,Email,Desktop,Rural,0,1,1131,5
21,Social,Desktop,Urban,9,0,753,0
43,Ads,Mobile,Metro,2,1,1939,15
45,Referral,Tablet,Urban,23,1,1847,5
49,Email,Desktop,Rural,1,0,1919,5
19,Ads,Mobile,Rural,18,0,1001,5
48,Email,Desktop,Metro,0,0,1537,0
20,Email,Mobile,Metro,0,0,1255,0
25,Ads,Desktop,Urban,2,1,1479,15
41,Social,Desktop,Rural,4,0,1117,5
32,Ads,Desktop,Metro,9,0,422,15
48,Ads,Mobile,Metro,1,1,1005,15
26,Social,Desktop,Rural,5,0,201,5
56,Referral,Mobile,Metro,2,0,894,0
19,Ads,Mobile,Metro,19,0,1589,5
25,Email,Tablet,Rural,0,0,1552,5
24,Ads,Mobile,Metro,4,1,174,10
56,Ads,Mobile,Rural,9,1,1223,15
59,Email,Mobile,Rural,24,0,843,5
33,Social,Mobile,Urban,20,1,1926,5
52,Referral,Mobile,Rural,22,0,335,5
47,Referral,Tablet,Metro,0,0,1392,0
27,Email,Desktop,Urban,18,0,987,5
55,Social,Tablet,Urban,15,1,1690,0
35,Ads,Tablet,Metro,23,0,1377,5
22,Ads,Desktop,Urban,3,0,826,15
46,Ads,Mobile,Metro,24,0,910,5
56,Ads,Desktop,Urban,5,0,428,15
51,Ads,Mobile,Metro,10,1,935,15
40,Email,Desktop,Rural,5,0,1422,5
22,Ads,Tablet,Rural,5,1,1931,15
47,Ads,Mobile,Urban,7,0,469,15
23,Social,Tablet,Urban,4,1,1794,0
21,Ads,Mobile,Rural,15,1,358,10
46,Referral,Desktop,Metro,10,0,327,0
40,Email,Desktop,Urban,11,0,476,0
23,Email,Desktop,Rural,2,1,244,10
49,Email,Desktop,Urban,34,1,179,10
59,Referral,Desktop,Rural,10,0,1162,5
35,Ads,Tablet,Rural,2,0,805,15
32,Email,Tablet,Rural,13,1,808,5
57,Referral,Mobile,Metro,1,0,196,0
49,Social,Tablet,Urban,0,0,345,0
26,Ads,Mobile,Metro,7,1,432,10
54,Referral,Mobile,Metro,8,1,1711,0
27,Ads,Tablet,Rural,2,1,1526,15
37,Social,Tablet,Metro,4,0,864,0
23,Referral,Mobile,Urban,29,1,377,10
20,Ads,Tablet,Urban,3,0,1131,15
59,Referral,Tablet,Rural,1,0,1487,5
28,Email,Tablet,Rural,49,0,1575,5
34,Ads,Desktop,Urban,3,1,1834,15
49,Referral,Desktop,Urban,11,0,351,0
21,Email,Mobile,Rural,2,1,995,5
21,Social,Tablet,Metro,7,1,117,10
34,Ads,Mobile,Urban,4,0,489,15
58,Ads,Tablet,Rural,32,1,1365,5
36,Social,Desktop,Rural,5,1,1376,5
22,Email,Tablet,Urban,8,0,1127,0
49,Social,Tablet,Rural,28,0,1496,5
39,Ads,Tablet,Urban,45,0,1548,5
23,Referral,Desktop,Rural,1,0,848,5
52,Email,Desktop,Rural,17,1,1302,5
39,Email,Desktop,Metro,4,0,111,0
18,Email,Mobile,Rural,9,1,1416,5
37,Social,Tablet,Urban,4,1,869,0
39,Social,Desktop,Urban,5,0,358,0
28,Referral,Mobile,Metro,1,0,528,0
30,Referral,Desktop,Urban,8,0,696,0
59,Email,Tablet,Rural,7,0,394,5
20,Referral,Mobile,Metro,2,0,1456,0
26,Social,Desktop,Urban,7,0,1235,0
29,Referral,Desktop,Rural,36,0,305,5
40,Social,Mobile,Metro,12,0,321,0
31,Referral,Mobile,Rural,6,1,1653,5
50,Ads,Mobile,Urban,24,0,1136,5
35,Social,Mobile,Urban,8,0,1393,0
58,Ads,Mobile,Urban,1,0,1676,15
26,Social,Desktop,Urban,7,0,139,0
40,Referral,Mobile,Metro,1,0,604,0
27,Ads,Mobile,Urban,14,0,700,15
36,Referral,Tablet,Metro,34,0,712,5
22,Social,Desktop,Metro,4,0,1854,0
40,Ads,Tablet,Rural,5,0,1338,15
47,Email,Desktop,Urban,5,0,1427,0
42,Referral,Desktop,Rural,3,0,621,5
45,Social,Desktop,Rural,15,1,1852,5
51,Ads,Mobile,Rural,9,0,1244,15
42,Referral,Tablet,Rural,0,0,1433,5
27,Ads,Desktop,Rural,18,1,1798,5
31,Referral,Desktop,Urban,2,1,1787,0
59,Referral,Desktop,Rural,38,1,404,10
47,Referral,Tablet,Metro,4,0,1549,0
58,Ads,Desktop,Metro,9,0,1582,15
42,Ads,Tablet,Urban,0,0,695,15
31,Referral,Tablet,Metro,4,1,301,10
52,Email,Mobile,Rural,16,1,661,5
51,Email,Desktop,Metro,6,0,1784,0
27,Email,Desktop,Rural,23,0,511,5
52,Social,Tablet,Urban,8,0,319,0
28,Email,Tablet,Metro,26,0,1278,5
28,Ads,Mobile,Metro,40,1,1732,5
38,Email,Desktop,Metro,6,0,423,0
38,Ads,Tablet,Urban,8,0,710,15
39,Social,Desktop,Urban,18,1,439,10
24,Ads,Desktop,Metro,2,0,1513,15
34,Ads,Desktop,Urban,19,0,1309,5
19,Ads,Tablet,Rural,8,0,233,15
29,Email,Desktop,Urban,12,0,927,0
59,Referral,Tablet,Metro,0,0,948,0
35,Ads,Mobile,Rural,14,0,246,15
28,Email,Mobile,Metro,3,0,1236,0
33,Email,Tablet,Metro,16,0,1652,5
35,Email,Desktop,Metro,7,0,532,0
52,Referral,Mobile,Urban,3,1,486,10
43,Referral,Mobile,Metro,30,0,1489,5
33,Referral,Tablet,Rural,14,0,1157,5
23,Referral,Tablet,Rural,42,0,161,5
59,Social,Tablet,Rural,4,0,543,5
29,Referral,Tablet,Metro,10,0,295,0
30,Referral,Tablet,Rural,9,1,186,10
21,Referral,Tablet,Rural,11,0,990,5
56,Ads,Tablet,Rural,0,0,1758,15
19,Ads,Desktop,Rural,3,0,1377,15
43,Referral,Desktop,Urban,24,1,1250,5
44,Social,Desktop,Metro,5,1,1973,0
44,Ads,Desktop,Metro,32,0,1285,5
32,Email,Mobile,Rural,2,0,1024,5
25,Ads,Desktop,Metro,59,0,1439,5
24,Email,Mobile,Rural,11,1,271,10
57,Ads,Mobile,Rural,14,0,498,15
29,Referral,Mobile,Rural,5,0,912,5
30,Ads,Tablet,Metro,23,0,430,5
34,Referral,Mobile,Urban,7,0,1482,0
34,Referral,Mobile,Metro,11,0,351,0
53,Ads,Mobile,Metro,0,0,1132,15
38,Email,Tablet,Urban,9,1,862,0
25,Email,Desktop,Metro,21,0,1362,5
22,Ads,Desktop,Urban,1,0,134,15
43,Referral,Mobile,Rural,13,0,877,5
33,Email,Mobile,Urban,0,0,1739,0
53,Social,Desktop,Rural,26,0,1033,5
45,Referral,Desktop,Urban,40,1,1506,5
46,Ads,Desktop,Rural,4,0,768,15
29,Referral,Desktop,Metro,1,1,1809,0
54,Social,Mobile,Urban,10,0,809,0
47,Social,Mobile,Metro,0,0,1846,0
40,Email,Mobile,Rural,6,0,829,5
33,Social,Desktop,Urban,3,1,1324,0
31,Referral,Tablet,Urban,6,0,1356,0
27,Email,Desktop,Urban,0,0,727,0
24,Social,Desktop,Metro,0,0,1619,0
54,Email,Tablet,Rural,0,0,1936,5
46,Email,Tablet,Metro,9,0,176,0
20,Ads,Desktop,Urban,8,0,1341,15
32,Email,Tablet,Rural,2,1,473,10
53,Email,Tablet,Rural,10,0,152,5
36,Social,Tablet,Metro,21,0,1719,5
30,Referral,Desktop,Metro,3,1,357,10
59,Referral,Desktop,Urban,17,0,231,5
38,Social,Tablet,Urban,10,0,1834,0
54,Referral,Mobile,Urban,0,1,1910,0
44,Email,Tablet,Urban,4,0,1990,0
46,Ads,Tablet,Rural,7,0,1518,15
37,Email,Desktop,Urban,13,0,694,0
42,Email,Mobile,Urban,3,0,1027,0
23,Ads,Tablet,Urban,40,0,348,5
53,Social,Mobile,Metro,11,0,497,0
19,Email,Desktop,Metro,4,0,168,0
39,Email,Mobile,Metro,1,0,1020,0
49,Social,Desktop,Urban,2,1,753,0
33,Email,Tablet,Rural,6,0,1546,5
35,Email,Desktop,Urban,6,1,751,0
22,Referral,Mobile,Metro,14,0,1044,0
53,Social,Mobile,Metro,12,0,439,0
47,Email,Mobile,Urban,2,0,473,0
36,Email,Tablet,Rural,9,0,984,5
40,Ads,Mobile,Rural,0,0,1397,15
51,Ads,Mobile,Rural,5,1,356,10
30,Ads,Mobile,Metro,14,0,1998,15
46,Email,Desktop,Metro,5,0,615,0
53,Email,Mobile,Rural,18,0,1391,5
39,Ads,Desktop,Urban,37,0,1480,5
53,Referral,Mobile,Rural,9,0,946,5
26,Referral,Desktop,Urban,1,1,407,10
56,Referral,Desktop,Metro,4,0,1990,0
36,Referral,Tablet,Metro,0,0,701,0
55,Social,Tablet,Metro,9,0,1650,0
23,Ads,Desktop,Rural,17,1,1771,5
32,Email,Desktop,Rural,9,0,831,5
